1581896675.114224,1
1581896675.219260,10
1581896675.324151,17
1581896675.429301,20
1581896675.534281,20
1581896675.637611,20
1581896675.742889,20
1581896675.848095,18
1581896675.953082,20
1581896676.056213,19
1581896676.161111,19
1581896676.265184,19
1581896676.370095,19
1581896676.474779,19
1581896676.579098,20
1581896676.684321,20
1581896676.787948,19
1581896676.891977,20
1581896676.995689,17
1581896677.099549,19
1581896677.204536,18
1581896677.307564,15
1581896677.412657,18
1581896677.518072,19
1581896677.623153,19
1581896677.728553,19
1581896677.836864,20
1581896677.941964,18
1581896678.046778,14
1581896678.151966,12
1581896678.255637,12
1581896678.360650,12
1581896678.465843,13
1581896678.570937,12
1581896678.675661,13
1581896678.780594,14
1581896678.885490,15
1581896678.990714,14
1581896679.095555,15
1581896679.200768,16
1581896679.305517,16
1581896679.410570,15
1581896679.514973,17
1581896679.619907,17
1581896679.724935,17
1581896679.830441,18
1581896679.934508,18
1581896680.039875,18
1581896680.144986,14
1581896680.248667,14
1581896680.353705,13
1581896680.457147,11
1581896680.562051,11
1581896680.665724,12
1581896680.770655,12
1581896680.875191,12
1581896680.980583,12
1581896681.086192,12
1581896681.191506,13
1581896681.296803,13
1581896681.401959,14
1581896681.505705,17
1581896681.610504,16
1581896681.715516,15
1581896681.820818,16
1581896681.925649,16
1581896682.030475,17
1581896682.135125,17
1581896682.238998,16
1581896682.343021,17
1581896682.447889,18
1581896682.552904,17
1581896682.657606,17
1581896682.762751,16
1581896682.868038,17
1581896682.972952,18
1581896683.078249,18
1581896683.183443,18
1581896683.287895,18
1581896683.392992,19
1581896683.498182,18
1581896683.603513,17
1581896683.708780,18
1581896683.814054,18
1581896683.916675,18
1581896684.021652,16
1581896684.126775,15
1581896684.231674,16
1581896684.336772,16
1581896684.442305,16
1581896684.546307,16
1581896684.651334,17
1581896684.756445,17
1581896684.860296,17
1581896684.965462,17
1581896685.070393,17
1581896685.175404,16
1581896685.285535,17
1581896685.390227,18
1581896685.495396,18
1581896685.600436,19
1581896685.704849,19
1581896685.809995,17
1581896685.915046,17
1581896686.020508,18
1581896686.125140,18
1581896686.230247,18
1581896686.334753,18
1581896686.439706,17
1581896686.544086,17
1581896686.649610,19
1581896686.755067,19
1581896686.860043,17
1581896686.965195,15
1581896687.069480,13
1581896687.174510,12
1581896687.277733,13
1581896687.382954,15
1581896687.488065,15
1581896687.593145,15
1581896687.697209,16
1581896687.802001,17
1581896687.905633,19
1581896688.010283,19
1581896688.115327,18
1581896688.220841,16
1581896688.324862,12
1581896688.428715,12
1581896688.534060,13
1581896688.638419,12
1581896688.741489,11
1581896688.846649,12
1581896688.951435,13
1581896689.055261,12
1581896689.159042,13
1581896689.264089,12
1581896689.366560,13
1581896689.471172,13
1581896689.576516,13
1581896689.681166,12
1581896689.791093,13
1581896689.895399,14
1581896690.000618,14
1581896690.105537,14
1581896690.210829,14
1581896690.315405,15
1581896690.420653,15
1581896690.526110,15
1581896690.631224,16
1581896690.735534,16
1581896690.840227,16
1581896690.945258,16
1581896691.049990,15
1581896691.154681,16
1581896691.259670,16
1581896691.364935,17
1581896691.468556,17
1581896691.573709,17
1581896691.678806,18
1581896691.783977,18
1581896691.889297,18
1581896691.994383,19
1581896692.098573,19
1581896692.203691,19
1581896692.308852,19
1581896692.413592,19
1581896692.518800,19
1581896692.623826,19
1581896692.728941,18
1581896692.833987,16
1581896692.938717,16
1581896693.043728,15
1581896693.148856,15
1581896693.253875,17
1581896693.357343,17
1581896693.460226,17
1581896693.564987,17
1581896693.669921,19
1581896693.771872,19
1581896693.877008,16
1581896693.982233,17
1581896694.087212,15
1581896694.192208,14
1581896694.297336,14
1581896694.402289,14
1581896694.507941,17
1581896694.613050,16
1581896694.719642,18
1581896694.822339,18
1581896694.925845,19
1581896695.028265,19
1581896695.133310,18
1581896695.237825,19
1581896695.342599,18
1581896695.447384,16
1581896695.552736,15
1581896695.656892,16
1581896695.761954,17
1581896695.867327,18
1581896695.972566,18
1581896696.076177,17
1581896696.180502,17
1581896696.285246,16
1581896696.389714,18
1581896696.494612,13
1581896696.600004,12
1581896696.705449,10
1581896696.810554,9
1581896696.915419,10
1581896697.020647,9
1581896697.125658,10
1581896697.229174,10
1581896697.334486,9
1581896697.437820,10
1581896697.542865,10
1581896697.646094,10
1581896697.751293,11
1581896697.856296,11
1581896697.960440,12
1581896698.064482,12
1581896698.169204,12
1581896698.274336,12
1581896698.377643,12
1581896698.482671,12
1581896698.586229,13
1581896698.690594,13
1581896698.795848,14
1581896698.900059,14
1581896699.005234,15
1581896699.110128,16
1581896699.215079,16
1581896699.320082,17
1581896699.424989,17
1581896699.529473,17
1581896699.634552,17
1581896699.739664,18
1581896699.844803,16
1581896699.949914,18
1581896700.055238,17
1581896700.160146,17
1581896700.265158,17
1581896700.370307,18
1581896700.475471,18
1581896700.579429,18
1581896700.684281,19
1581896700.788749,18
1581896700.894252,19
1581896700.997969,19
1581896701.102767,18
1581896701.207843,17
1581896701.312905,16
1581896701.417990,16
1581896701.523262,15
1581896701.634173,16
1581896701.736432,18
1581896701.841658,20
1581896701.946133,19
1581896702.050453,19
1581896702.155524,18
1581896702.260017,17
1581896702.364628,16
1581896702.468292,16
1581896702.573880,17
1581896702.679206,17
1581896702.784210,18
1581896702.887677,19
1581896702.992673,18
1581896703.097827,18
1581896703.202942,18
1581896703.306507,19
1581896703.410452,18
1581896703.515415,19
1581896703.620675,15
1581896703.725346,16
1581896703.830706,14
1581896703.936227,15
1581896704.041304,14
1581896704.146184,16
1581896704.251284,10
1581896704.355611,9
1581896704.460742,7
1581896704.566044,7
1581896704.669948,7
1581896704.774988,8
1581896704.880328,8
1581896704.985062,8
1581896705.089011,9
1581896705.194161,10
1581896705.298752,10
1581896705.403820,10
1581896705.508870,11
1581896705.613849,11
1581896705.718789,12
1581896705.824100,12
1581896705.928187,14
1581896706.033037,13
1581896706.138031,13
1581896706.242659,13
1581896706.347139,13
1581896706.452261,14
1581896706.555832,14
1581896706.660957,15
1581896706.766079,15
1581896706.871336,15
1581896706.975886,15
1581896707.080985,15
1581896707.186017,16
1581896707.290827,16
1581896707.395760,16
1581896707.499762,16
1581896707.605039,17
1581896707.708653,17
1581896707.817886,17
1581896707.923140,17
1581896708.028239,17
1581896708.133236,17
1581896708.238760,17
1581896708.343874,18
1581896708.448188,18
1581896708.553613,18
1581896708.657539,18
1581896708.762361,18
1581896708.867350,18
1581896708.972531,19
1581896709.076740,19
1581896709.181830,17
1581896709.286835,16
1581896709.391761,17
1581896709.495880,18
1581896709.601034,20
1581896709.705786,17
1581896709.810808,17
1581896709.914896,15
1581896710.019538,14
1581896710.124791,14
